gene,mean_healthy,mean_disease,log2FC,pvalue,cohens_d,FDR
ENSG00000188976,5.608614590492389,5.477479259144771,-0.13113533134761823,0.3062495189261907,0.18309190325791191,0.9998566354027545
ENSG00000187961,1.7651378078492137,1.7492448446356594,-0.015892963213554268,0.9080084890317628,0.020744964082565993,0.9998566354027545
ENSG00000187583,0.9578463112326059,1.0662670547494466,0.10842074351684072,0.44895498068960793,-0.1348798672402138,0.9998566354027545
ENSG00000187608,4.89077733327196,4.149579031909526,-0.7411983013624344,0.0003372793047588424,0.6576460595099627,0.05157440499290647
ENSG00000188157,1.3325569108533335,1.3176465528236039,-0.01491035802972962,0.9155853076024436,0.018879808004323047,0.9998566354027545
ENSG00000131591,3.6277565598511954,3.629972004497491,0.002215444646295417,0.9857946262639401,-0.003174694806409323,0.9998566354027545
ENSG00000162571,1.3372304614302435,1.21190867622846,-0.1253217852017834,0.25574860542319944,0.20332630616479785,0.9998566354027545
ENSG00000186891,2.340833115979923,2.1361125484888794,-0.2047205674910435,0.5009733475801031,0.11978522931914592,0.9998566354027545
ENSG00000186827,1.7934029880807099,1.5653959697451445,-0.22800701833556536,0.4743687690381554,0.12760572780509521,0.9998566354027545
ENSG00000078808,5.163844606989046,4.8429058056454615,-0.3209388013435843,0.22108806868053102,0.21842937906044543,0.9998566354027545
ENSG00000176022,0.9166412741872009,0.7661587360407303,-0.1504825381464706,0.11749296660728899,0.27981620369344967,0.9998566354027545
ENSG00000160087,5.624634391183304,5.590125850992633,-0.03450854019067062,0.6074609192129075,0.09167108186370275,0.9998566354027545
ENSG00000162572,1.3524718742984678,1.3210570127658068,-0.03141486153266104,0.8119454514133386,0.042332567205452164,0.9998566354027545
ENSG00000131584,2.7586085393497264,2.623774683439896,-0.13483385590983055,0.46564650241219163,0.13033008410520727,0.9998566354027545
ENSG00000169972,3.239899254671445,3.079519689796415,-0.16037956487503013,0.16705217586833207,0.24771882049365634,0.9998566354027545
ENSG00000127054,6.5199581856704665,6.522498359639418,0.0025401739689518976,0.9749893759166177,-0.005613761968979537,0.9998566354027545
ENSG00000224051,2.5006256741953,2.3626955721273006,-0.13793010206799927,0.28117705985450075,0.19359275608265966,0.9998566354027545
ENSG00000169962,0.9484655753099376,0.8805164040007177,-0.06794917130921985,0.7480968906116611,0.05715671842071164,0.9998566354027545
ENSG00000107404,1.2519832520598762,1.171700192624845,-0.08028305943503122,0.4510105800102988,0.13439038092640443,0.9998566354027545
ENSG00000162576,0.76981292106976,0.713225655733774,-0.0565872653359859,0.766825921047431,0.05274011273313587,0.9998566354027545
ENSG00000175756,4.627018570182493,4.884191032480369,0.25717246229787616,0.007636561191144726,-0.48133860141010076,0.3993722782045502
ENSG00000221978,7.4117910103638565,7.402763640187017,-0.009027370176839078,0.9467277311786255,0.011883032893074004,0.9998566354027545
ENSG00000242485,5.271879083210596,5.391576146082294,0.11969706287169846,0.2472242826038459,-0.20633201087005842,0.9998566354027545
ENSG00000215915,1.4714587716374974,1.5039674580960294,0.032508686458532,0.7805693410165435,-0.0495656155467679,0.9998566354027545
ENSG00000160072,3.3568679707874023,3.3497673684341533,-0.0071006023532489415,0.9596068805988938,0.009015788971772354,0.9998566354027545
ENSG00000197785,2.713595597216746,2.5301705853893766,-0.18342501182736948,0.1793550164645345,0.2397111157947325,0.9998566354027545
ENSG00000160075,5.9812023652028135,6.038620695133009,0.057418329930195355,0.5283775077272367,-0.11236397664391129,0.9998566354027545
ENSG00000197530,2.6891591789007414,2.8081849436330706,0.11902576473232918,0.4827458365702587,-0.12510931159363825,0.9998566354027545
ENSG00000189409,0.6373651640731051,0.7881926204695417,0.1508274563964367,0.22026237097657206,-0.21921409309687787,0.9998566354027545
